Instrument_#,I-id,Archival_Culture_Name,Possible_GJB_All_cid_Matches,Cultural_focus,Instrument_Name,Alt_Instrument_Names,Sachs_Number,Sachs_Suffix,Additional_Comments,Bibliographic_Sources,Page/plate/illustration#,Archival_source,Source_Tag,Metadata_notes
45,876,LALA,19614,,DRUM,Akanono; Akache,21125,9,One hand & one plain stick,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
45,877,LALA,19614,,DRUM,Cimbulunge,21125,9,One hand & one plain stick,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
45,878,LALA,19614,,DRUM,Fwanda-Fwanda,21125,9,One hand & one plain stick,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
26,879,LALA,19614,,CLAPPER,,1112,0,Bottle-knife,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
46,880,LALA,19614,,DRUM,,21126,0,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
35,881,LALA,19614,,CLAPPING,,1112,0,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
26,882,LALA,19614,,STICK,,11111,0,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
45,883,LALA,19614,,DRUM,Chirarira,21125,9,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
34,884,LALA,19614,,MBIRA,Kankowele,12212,5,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
10,885,LALA,19614,,GUITAR,,321322,0,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
7,886,RUANDA,11375,Source refers specifically to Hutu,GROUND BOW,,31421,16,Ground zither,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR34. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,,@SOA1957TR34  ,
26,887,MBUTI,21132,,IDIOPHONE,Banja,11111,4,"Short, feather-ended sticks struck on a log (coded log as main instrument with padded sticks).","Turbull, C. (1961). The Forest People. New York: Simon & Schuster.",,,@Turbull1961TheForestPeople  ,
20,889,MBUTI,21132,,FLUTE,,421,0,,"Turbull, C. (1961). The Forest People. New York: Simon & Schuster.",,,@Turbull1961TheForestPeople  ,
35,890,MBUTI,21132,,CLAPPING,,1112,0,,"Turbull, C. (1961). The Forest People. New York: Simon & Schuster.",,,@Turbull1961TheForestPeople  ,
13,891,MBUTI,21132,,HORN,Molimo trumpet,423,0,,"Turbull, C. (1961). The Forest People. New York: Simon & Schuster.",,,@Turbull1961TheForestPeople  ,
42,892,TRASOSMONT,27446,,DRUM,Bombu,211212,7,Bass drum,"Graca, F. L. & Giacomatti, M. (1962). Anthology of Portuguese Music, Vol. 1: Tras-Os-Montes. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/anthology-of-portuguese-music-vol-1-tras-os-montes-and-vol-2-algarve/world/album/smithsonian",,7D30,@FW1962AnthologyOfPortugueseMusic  ,
47,893,TRASOSMONT,27446,,FRAME DRUM,Pandeiro,21131,0,No jingles,"Graca, F. L. & Giacomatti, M. (1962). Anthology of Portuguese Music, Vol. 1: Tras-Os-Montes. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/anthology-of-portuguese-music-vol-1-tras-os-montes-and-vol-2-algarve/world/album/smithsonian",,7D30,@FW1962AnthologyOfPortugueseMusic  ,
26,894,TRASOSMONT,27446,,TRIANGLE,,111231,4,,"Graca, F. L. & Giacomatti, M. (1962). Anthology of Portuguese Music, Vol. 1: Tras-Os-Montes. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/anthology-of-portuguese-music-vol-1-tras-os-montes-and-vol-2-algarve/world/album/smithsonian",,7D30,@FW1962AnthologyOfPortugueseMusic  ,
29,895,TRASOSMONT,27446,,BELLS,,111242,0,Hand bells,"Graca, F. L. & Giacomatti, M. (1962). Anthology of Portuguese Music, Vol. 1: Tras-Os-Montes. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/anthology-of-portuguese-music-vol-1-tras-os-montes-and-vol-2-algarve/world/album/smithsonian",,7D30,@FW1962AnthologyOfPortugueseMusic  ,
26,896,TRASOSMONT,27446,,CASTANET,Castanholas,111141,4,,"Graca, F. L. & Giacomatti, M. (1962). Anthology of Portuguese Music, Vol. 1: Tras-Os-Montes. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/anthology-of-portuguese-music-vol-1-tras-os-montes-and-vol-2-algarve/world/album/smithsonian",,7D30,@FW1962AnthologyOfPortugueseMusic  ,
26,897,TRASOSMONT,27446,,STICK,Paulitos,11121,4,,"Graca, F. L. & Giacomatti, M. (1962). Anthology of Portuguese Music, Vol. 1: Tras-Os-Montes. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/anthology-of-portuguese-music-vol-1-tras-os-montes-and-vol-2-algarve/world/album/smithsonian",,7D30,@FW1962AnthologyOfPortugueseMusic  ,
20,898,TRASOSMONT,27446,,FLUTE,Fraita,421,0,,"Graca, F. L. & Giacomatti, M. (1962). Anthology of Portuguese Music, Vol. 1: Tras-Os-Montes. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/anthology-of-portuguese-music-vol-1-tras-os-montes-and-vol-2-algarve/world/album/smithsonian",,7D30,@FW1962AnthologyOfPortugueseMusic  ,
47,899,TRASOSMONT,27446,,FRAME DRUM,Tamboril,211312,3,,"Graca, F. L. & Giacomatti, M. (1962). Anthology of Portuguese Music, Vol. 1: Tras-Os-Montes. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/anthology-of-portuguese-music-vol-1-tras-os-montes-and-vol-2-algarve/world/album/smithsonian",,7D30,@FW1962AnthologyOfPortugueseMusic  ,
19,900,TRASOSMONT,27446,,BAGPIPE,Gaita de foles,4221112,26,,"Graca, F. L. & Giacomatti, M. (1962). Anthology of Portuguese Music, Vol. 1: Tras-Os-Montes. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/anthology-of-portuguese-music-vol-1-tras-os-montes-and-vol-2-algarve/world/album/smithsonian",,7D30,@FW1962AnthologyOfPortugueseMusic  ,
44,901,ABELAM,10033,,DRUM,,211241,5,,"Gillard, E. T. & Gilliard, M. (1963). [Recording notes]. New Guinea - Abelam tapes. In Anthony Forge papers. MSS 411. Special Collections & Archives, UC San Diego Library.",,T1542,@AFP1963AbelamTapes,
13,902,ABELAM,10033,,HORN,,4231211,0,,"Gillard, E. T. & Gilliard, M. (1963). [Recording notes]. New Guinea - Abelam tapes. In Anthony Forge papers. MSS 411. Special Collections & Archives, UC San Diego Library.",,T1542,@AFP1963AbelamTapes,
26,903,ABELAM,10033,,STICK,,11121,4,,"Gillard, E. T. & Gilliard, M. (1963). [Recording notes]. New Guinea - Abelam tapes. In Anthony Forge papers. MSS 411. Special Collections & Archives, UC San Diego Library.",,T1542,@AFP1963AbelamTapes,
27,904,ABELAM,10033,,GONG,,1112411,43,,"Gillard, E. T. & Gilliard, M. (1963). [Recording notes]. New Guinea - Abelam tapes. In Anthony Forge papers. MSS 411. Special Collections & Archives, UC San Diego Library.",,T1542,@AFP1963AbelamTapes,
31,905,ABELAM,10033,,RATTLE,,112122,3,Shells sewn on net bags,"Gillard, E. T. & Gilliard, M. (1963). [Recording notes]. New Guinea - Abelam tapes. In Anthony Forge papers. MSS 411. Special Collections & Archives, UC San Diego Library.",,T1542,@AFP1963AbelamTapes,
10,906,PUERTO RICO,23970,,GUITAR,Cuatro,321322,16,5 double strings,"Marlens, W. S. (1956). [Liner notes]. Songs and Dances of Puerto Rico. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/songs-and-dances-of-puerto-rico/caribbean-latin-world/music/album/smithsonian",,7D18,@FW1956SongsAndDancesOfPuertoRico  ,
10,907,PUERTO RICO,23970,,GUITAR,Tres,321322,16,3 double strings,"Marlens, W. S. (1956). [Liner notes]. Songs and Dances of Puerto Rico. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/songs-and-dances-of-puerto-rico/caribbean-latin-world/music/album/smithsonian",,7D18,@FW1956SongsAndDancesOfPuertoRico  ,
34,908,PUERTO RICO,23970,,MARIMBOLA,,12212,4,Sansa-like instrument,"Marlens, W. S. (1956). [Liner notes]. Songs and Dances of Puerto Rico. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/songs-and-dances-of-puerto-rico/caribbean-latin-world/music/album/smithsonian",,7D18,@FW1956SongsAndDancesOfPuertoRico  ,
26,909,PUERTO RICO,23970,,STICK,Claves,111212,4,,"Marlens, W. S. (1956). [Liner notes]. Songs and Dances of Puerto Rico. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/songs-and-dances-of-puerto-rico/caribbean-latin-world/music/album/smithsonian",,7D18,@FW1956SongsAndDancesOfPuertoRico  ,
31,910,PUERTO RICO,23970,,RATTLE,Maraca,11213,3,,"Marlens, W. S. (1956). [Liner notes]. Songs and Dances of Puerto Rico. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/songs-and-dances-of-puerto-rico/caribbean-latin-world/music/album/smithsonian",,7D18,@FW1956SongsAndDancesOfPuertoRico  ,
32,911,PUERTO RICO,23970,,SCRAPER,Guiro,11222,4,,"Marlens, W. S. (1956). [Liner notes]. Songs and Dances of Puerto Rico. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/songs-and-dances-of-puerto-rico/caribbean-latin-world/music/album/smithsonian",,7D18,@FW1956SongsAndDancesOfPuertoRico  ,
20,912,BAHIMA,11342,,FLUTE,,421,0,,"Hopkins, T. & Hopkins, E. (1962-63). [Liner notes]. Hopkins Recordings from Uganda 1962-1963. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1245; T1246,  ,
7,913,BAHIMA,11342,,ZITHER,Onanga,322,0,Boat zither,"Hopkins, T. & Hopkins, E. (1962-63). [Liner notes]. Hopkins Recordings from Uganda 1962-1963. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1245; T1246,  ,
31,914,BAHIMA,11342,,RATTLE,Kiru,11213,0,,"Hopkins, T. & Hopkins, E. (1962-63). [Liner notes]. Hopkins Recordings from Uganda 1962-1963. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1245; T1246,  ,
6,915,BETSILEO,12112,,ZITHER,Jejo vaotavo,31122,16,Baton zither,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1280-1292,@NMC1962-6Madagascar  ,
10,916,BETSILEO,12112,,FIDDLE,,321322,18,Afro-Arab viol,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1280-1292,@NMC1962-6Madagascar  ,
23,917,BETSILEO,12112,,ACCORDION,,412132,30,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1280-1292,@NMC1962-6Madagascar  ,
26,918,BETSILEO,12112,,STAMP TUBE,Kididombule,1111,0,Stamping tubes,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1280-1292,@NMC1962-6Madagascar  ,
42,919,BETSILEO,12112,,DRUM,,211211,13,Bass drum,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1280-1292,@NMC1962-6Madagascar  ,
6,920,BETSILEO,12112,,ZITHER,Valiha,31211,16,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1280-1292,@NMC1962-6Madagascar  ,
35,921,BETSILEO,12112,,CLAPPING,,1112,0,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1280-1292,@NMC1962-6Madagascar  ,
26,922,BETSILEO,12112,,CASTANET,Lamako,111141,0,,"Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,,@Sachs1938MadagascarInstruments  ,
13,923,BETSILEO,12112,,CONCH,Antsiva,423112,0,,"Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,,@Sachs1938MadagascarInstruments  ,
20,924,BETSILEO,12112,,FLUTE,Sodina,4211111,27,,"Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,,@Sachs1938MadagascarInstruments  ,
16,925,BETSILEO,12112,,RIBBON REED,Kiatso-dim-bava,41214,0,,"Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,,@Sachs1938MadagascarInstruments  ,
10,926,BARA,11672,,FIDDLE,Lokanga,321322,18,Afro-Arab viol,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments ,
31,927,BARA,11672,,RATTLE,,11213,0,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments ,
5,928,BARA,11672,,MUSICAL BOW,,3111212,21,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments ,
28,929,BARA,11672,,XYLOPHONE,Tanatra,111212,3,Leg xylophone,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments ,
20,930,BARA,11672,,FLUTE,Sodina,4211111,27,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments ,
20,931,BARA,11672,,WHISTLE,,42111,0,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments ,
6,932,BARA,11672,,ZITHER,Valiha,31211,16,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments ,
13,933,BARA,11672,,HORN,,4231211,0,Horns of Iakora,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments ,
43,934,BARA,11672,,DRUM,,21122,0,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments ,
35,935,BARA,11672,,CLAPPING,,1112,0,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments ,
44,936,TOMA,27314,,DRUM,,21124,0,,"Gaisseau, P., Fichtet, J. & Saulnier, T. (1955). [Liner notes]. Guinée : musique Toma. Département d'ethnomusicologie, CNRS, Musée de l'Homme, Paris. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1955_009_001/",,4A3,@CNRS1955GuineeToma  ,
52,937,TOMA,27314,,DRUM,,211,0,,"Gaisseau, P., Fichtet, J. & Saulnier, T. (1955). [Liner notes]. Guinée : musique Toma. Département d'ethnomusicologie, CNRS, Musée de l'Homme, Paris. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1955_009_001/",,4A3,@CNRS1955GuineeToma  ,
12,938,TOMA,27314,,HARP,,322,16,,"Gaisseau, P., Fichtet, J. & Saulnier, T. (1955). [Liner notes]. Guinée : musique Toma. Département d'ethnomusicologie, CNRS, Musée de l'Homme, Paris. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1955_009_001/",,4A3,@CNRS1955GuineeToma  ,
28,939,TOMA,27314,,DRUM-XYLOPHONE,,111232,0,Drum-xylophone,"Gaisseau, P., Fichtet, J. & Saulnier, T. (1955). [Liner notes]. Guinée : musique Toma. Département d'ethnomusicologie, CNRS, Musée de l'Homme, Paris. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1955_009_001/",,4A3,@CNRS1955GuineeToma  ,
31,940,TOMA,27314,,RATTLE,,11213,3,Gourd rattle,"Gaisseau, P., Fichtet, J. & Saulnier, T. (1955). [Liner notes]. Guinée : musique Toma. Département d'ethnomusicologie, CNRS, Musée de l'Homme, Paris. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1955_009_001/",,4A3,@CNRS1955GuineeToma  ,
29,941,TOMA,27314,,BELL,,111242121,3,,"Gaisseau, P., Fichtet, J. & Saulnier, T. (1955). [Liner notes]. Guinée : musique Toma. Département d'ethnomusicologie, CNRS, Musée de l'Homme, Paris. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1955_009_001/",,4A3,@CNRS1955GuineeToma  ,
13,942,TOMA,27314,,JUG,,423121,0,,"Gaisseau, P., Fichtet, J. & Saulnier, T. (1955). [Liner notes]. Guinée : musique Toma. Département d'ethnomusicologie, CNRS, Musée de l'Homme, Paris. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1955_009_001/",,4A3,@CNRS1955GuineeToma  ,
35,943,TOMA,27314,,CLAPPING,,1112,0,,"Gaisseau, P., Fichtet, J. & Saulnier, T. (1955). [Liner notes]. Guinée : musique Toma. Département d'ethnomusicologie, CNRS, Musée de l'Homme, Paris. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1955_009_001/",,4A3,@CNRS1955GuineeToma  ,
20,944,TOMA,27314,,WHISTLE,,42111,0,,"Gaisseau, P., Fichtet, J. & Saulnier, T. (1955). [Liner notes]. Guinée : musique Toma. Département d'ethnomusicologie, CNRS, Musée de l'Homme, Paris. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1955_009_001/",,4A3,@CNRS1955GuineeToma  ,
22,945,LAOS,19691,,MOUTH ORGAN,Khene,412132,25,,"Danielou, A. (1953). [Liner notes]. Laos. Musical Anthology of the Orient series. UNESCO Collection of Traditional Music of the World. Bärenreiter-Musicaphon. ",,2A30,@MAO1953Laos  ,
27,946,LAOS,19691,,GONG SET,Khong vong,1112412,4,,"Danielou, A. (1953). [Liner notes]. Laos. Musical Anthology of the Orient series. UNESCO Collection of Traditional Music of the World. Bärenreiter-Musicaphon. ",,2A30,@MAO1953Laos  ,
43,947,LAOS,19691,,DRUM,Kong thab,2112212,0,Barrel drum,"Danielou, A. (1953). [Liner notes]. Laos. Musical Anthology of the Orient series. UNESCO Collection of Traditional Music of the World. Bärenreiter-Musicaphon. ",,2A30,@MAO1953Laos  ,
43,948,LAOS,19691,,DRUM,Ta-phon,2112221,0,,"Danielou, A. (1953). [Liner notes]. Laos. Musical Anthology of the Orient series. UNESCO Collection of Traditional Music of the World. Bärenreiter-Musicaphon. ",,2A30,@MAO1953Laos  ,
28,949,LAOS,19691,,XYLOPHONE,Rang nat,111212,4,,"Danielou, A. (1953). [Liner notes]. Laos. Musical Anthology of the Orient series. UNESCO Collection of Traditional Music of the World. Bärenreiter-Musicaphon. ",,2A30,@MAO1953Laos  ,
18,950,LAOS,19691,,OBOE,Pei; Sralai,422122,0,,"Danielou, A. (1953). [Liner notes]. Laos. Musical Anthology of the Orient series. UNESCO Collection of Traditional Music of the World. Bärenreiter-Musicaphon. ",,2A30,@MAO1953Laos  ,
26,951,LAOS,19691,,CYMBAL,,111142,4,,"Danielou, A. (1953). [Liner notes]. Laos. Musical Anthology of the Orient series. UNESCO Collection of Traditional Music of the World. Bärenreiter-Musicaphon. ",,2A30,@MAO1953Laos  ,
10,952,LAOS,19691,,FIDDLE,So i,32131,18,Spike fiddle,"Marcuse, S. (1964). Musical Instruments: A Comprehensive Dictionary. New York: Doubleday & Co.",,,@Marcuse1964MusicalInstruments  ,
10,953,LAOS,19691,,FIDDLE,So u,32131,18,Spike fiddle,"Marcuse, S. (1964). Musical Instruments: A Comprehensive Dictionary. New York: Doubleday & Co.",,,@Marcuse1964MusicalInstruments  ,
20,954,LAOS,19691,,FLUTE,,42111,0,,"Danielou, A. (1953). [Liner notes]. Laos. Musical Anthology of the Orient series. UNESCO Collection of Traditional Music of the World. Bärenreiter-Musicaphon. ",,2A30,@MAO1953Laos  ,
7,955,RUANDA,"62544, 11375, 27781",,ZITHER,Inanga,3151,16,Trough zither,"Collaer, P. & Vander Linden, A. (1960). Atlas Historique de la Musique. Brussels: Les Editions et Ateliers d'Art Graphique Elsevier.","Collaer & Vander Linden, 16, #49",,@Collaer1960AtlasHistoriquedelaMusique  ,
5,956,RUANDA,"62544, 11375, 27781",,MUSICAL BOW,,31112122,21,,"Collaer, P. & Vander Linden, A. (1960). Atlas Historique de la Musique. Brussels: Les Editions et Ateliers d'Art Graphique Elsevier.","Collaer & Vander Linden, 16, #50",,@Collaer1960AtlasHistoriquedelaMusique  ,
20,957,RUANDA,"62544, 11375, 27781",,FLUTE,,421111,27,,"Collaer, P. & Vander Linden, A. (1960). Atlas Historique de la Musique. Brussels: Les Editions et Ateliers d'Art Graphique Elsevier.","Collaer & Vander Linden, 22, #89",,@Collaer1960AtlasHistoriquedelaMusique  ,
