Instrument_#,I-id,Instrument_Name,Archival_Culture_Name,Sachs_Number,Sachs_Suffix,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Active
7,678,ZITHER,TURKEY,314122,61,7,0,6,3,2,2,2,16,11,0,0,6,0,5,1
47,670,FRAME DRUM,TURKEY,211311,0,0,2,2,0,1,1,3,10,11,16,0,9,6,12,1
20,243,FLUTE,TURKMAN,421,0,0,0,0,3,2,1,1,16,0,0,0,0,0,0,1
10,241,LUTE,TURKMAN,32132,0,7,0,0,3,2,1,1,16,0,0,0,0,0,0,1
10,242,REBAB,TURKMAN,321,18,9,0,5,3,2,1,1,16,0,0,0,0,0,0,1
18,984,BASSOON,US URB BAND,422112,28,10,0,8,3,1,5,4,10,16,15,0,7,2,1,1
15,1283,TUBA,US URB BAND,423231,0,10,0,7,2,2,4,3,9,16,10,0,7,11,1,1
15,985,TRUMPET,US URB BAND,42323,0,10,0,3,3,1,5,4,8,9,10,0,7,6,2,1
15,1282,BASS TROMBONE,US URB BAND,42322,0,10,0,7,2,2,5,3,9,16,10,0,7,6,2,1
20,979,FLUTE,US URB BAND,42112112,28,11,0,4,4,1,5,4,10,16,15,0,7,6,2,1
20,978,PICCOLO,US URB BAND,42112112,28,11,0,2,4,1,5,4,10,9,16,0,7,6,2,1
17,1286,ALTO SAX,US URB BAND,422212,28,10,0,5,3,2,4,4,10,16,15,0,7,2,4,1
18,980,OBOE,US URB BAND,4221112,28,10,0,5,3,1,5,4,10,16,15,0,7,6,4,1
17,982,CLARINET,US URB BAND,4222112,28,10,0,5,3,1,5,4,10,16,15,0,7,6,4,1
15,986,TROMBONE,US URB BAND,42322,0,10,0,7,3,1,5,4,9,10,16,0,7,6,4,1
15,1281,EUPHONIUM,US URB BAND,423232,28,10,0,6,3,1,5,3,9,10,12,9,9,6,4,1
42,995,BASS DRUM,US URB BAND,211212,6,8,5,7,3,1,5,4,10,9,16,0,1,16,4,1
26,1290,MISC PERCUSSION,US URB BAND,11@142,0,8,0,0,3,1,5,3,16,10,9,0,1,1,5,1
28,1289,XYLOPHONE,US URB BAND,111232,4,6,6,8,3,2,4,3,10,16,15,0,1,1,5,1
26,566,MISC PERCUSSION,US URB BAND,11@142,0,8,0,0,2,1,5,3,9,10,16,0,1,1,5,1
18,981,ENGLISH HORN,US URB BAND,422112,28,10,0,6,3,1,5,4,9,16,8,0,7,6,5,1
15,983,FRENCH HORN,US URB BAND,423232,0,0,0,5,3,1,5,4,8,9,16,0,7,6,5,1
42,994,SNARE DRUM,US URB BAND,2112121,6,8,4,3,3,1,5,4,10,9,16,0,1,16,6,1
10,990,STRING BASS,US URB BAND,321322,18,9,0,8,2,1,5,4,10,16,15,0,1,15,8,1
17,1285,BASS CLARINET,US URB BAND,4222112,28,10,0,7,3,3,3,3,16,15,10,0,7,2,12,1
17,1284,ALTO CLARINET,US URB BAND,4222112,28,10,0,6,3,2,3,3,16,10,15,0,7,2,12,1
17,1287,TENOR SAX,US URB BAND,422212,28,10,0,7,3,1,4,4,10,16,15,0,7,2,12,1
17,1288,BARITONE SAX,US URB BAND,422212,28,10,0,7,3,1,4,4,10,16,15,0,7,2,12,1
26,992,CYMBAL,US URB BAND,111142,4,8,1,3,3,1,5,4,10,9,16,0,1,6,12,1
18,1688,BASSOON,US URB SYM,422112,28,10,0,8,2,1,5,4,16,15,9,0,7,2,1,1
15,570,TUBA,US URB SYM,423231,0,10,0,7,2,2,4,3,16,9,10,0,7,11,1,1
12,993,HARP,US URB SYM,322212,16,0,0,7,5,2,1,3,16,15,13,0,7,15,1,1
15,569,BASS TROMBONE,US URB SYM,42322,0,10,0,7,2,2,5,3,16,9,13,0,7,6,2,1
20,1692,FLUTE,US URB SYM,42112112,28,11,0,4,4,1,5,4,10,16,15,0,7,6,2,1
20,1691,PICCOLO,US URB SYM,42112112,28,11,0,2,4,1,5,4,10,9,16,0,7,6,2,1
15,572,TRUMPET,US URB SYM,42323,0,10,0,3,2,1,5,4,9,10,16,0,7,6,2,1
10,987,VIOLIN,US URB SYM,321322,18,9,0,4,4,1,5,4,16,15,10,0,7,7,2,1
10,988,VIOLA,US URB SYM,321322,18,9,0,5,3,1,5,4,16,15,13,0,7,7,3,1
18,1687,OBOE,US URB SYM,4221112,28,10,0,5,3,1,5,4,16,15,9,0,7,6,4,1
17,1686,CLARINET,US URB SYM,4222112,28,10,0,5,2,1,5,4,16,15,10,0,7,6,4,1
15,568,TROMBONE,US URB SYM,42322,0,10,0,7,2,1,5,4,9,16,10,0,7,6,4,1
42,1697,BASS DRUM,US URB SYM,211212,6,8,5,7,2,1,5,4,10,9,16,0,1,16,4,1
28,1695,XYLOPHONE,US URB SYM,111232,4,6,6,8,2,2,4,3,16,15,10,0,1,1,5,1
26,1694,MISC PERCUSSION,US URB SYM,11@142,0,8,0,0,2,1,5,3,16,10,13,0,1,1,5,1
15,571,FRENCH HORN,US URB SYM,423232,0,0,0,5,3,1,5,4,16,15,9,0,7,6,5,1
18,1690,ENGLISH HORN,US URB SYM,422112,28,10,0,6,3,1,5,4,16,15,9,0,7,6,5,1
9,1291,PIANO,US URB SYM,314122,15,0,0,9,3,1,4,4,16,15,10,0,7,16,5,1
40,996,KETTLE DRUM,US URB SYM,21111,8,5,6,7,2,1,5,4,8,9,13,0,1,16,6,1
42,1696,SNARE DRUM,US URB SYM,2112121,6,8,4,3,2,1,5,4,10,9,16,0,1,16,6,1
10,567,STRING BASS,US URB SYM,321322,18,9,0,8,2,1,5,4,10,16,15,0,1,15,8,1
10,989,VIOLONCELLO,US URB SYM,321322,18,9,0,7,2,1,5,4,16,15,13,0,7,15,9,1
17,1685,ALTO CLARINET,US URB SYM,4222112,28,10,0,6,2,2,3,3,16,10,9,0,7,2,12,1
17,1684,BASS CLARINET,US URB SYM,4222112,28,10,0,7,2,3,3,3,16,10,9,0,7,2,12,1
18,1689,CONTRABASSOON,US URB SYM,422112,28,10,0,7,2,3,4,4,16,15,9,0,7,2,12,1
26,1693,CYMBAL,US URB SYM,111142,4,8,1,3,2,1,5,4,8,10,16,0,1,6,12,1
47,991,FRAME DRUM,US URB SYM,211311,0,8,2,2,2,1,5,4,10,11,16,0,1,6,12,1
20,179,FLUTE,UTE,421211,27,10,0,2,2,2,1,1,15,0,0,0,0,0,0,1
40,178,DRUM,UTE,21111,24,0,1,4,2,1,1,1,10,0,0,0,6,15,0,1
47,177,FRAME DRUM,UTE,211321,3,0,5,2,2,2,1,2,10,9,0,0,4,0,4,1
32,176,SCRAPER,UTE,112212,3,0,0,5,2,2,1,1,10,0,0,0,4,6,5,1
22,1476,MOUTH ORGAN,VIETNAM,412132,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
43,1479,DRUM,VIETNAM,211221,10,0,0,0,0,0,1,1,13,0,0,0,0,0,0,1
27,605,GONG,VIETNAM,1112411,0,0,0,4,0,1,2,3,1,13,10,0,0,0,0,1
26,603,SLIT DRUM,VIETNAM,11114,3,0,0,1,3,1,2,3,1,8,10,1,0,0,0,1
36,1487,CONDUCTOR,VIETNAM,600,0,0,0,8,3,0,0,1,1,14,0,0,1,0,0,1
43,1480,DRUM,VIETNAM,211222,10,0,0,0,3,0,1,1,13,0,0,0,0,1,0,1
43,1481,DRUM,VIETNAM,211222,0,0,0,0,3,1,1,3,13,1,10,0,0,1,0,1
28,602,LITHOPHONE,VIETNAM,111221,0,0,0,0,0,0,0,2,1,10,0,1,0,1,0,1
43,607,DRUM,VIETNAM,211222,0,0,0,3,0,4,2,3,1,16,10,0,1,2,0,1
26,604,CYMBAL,VIETNAM,111142,0,1,0,0,0,1,2,0,1,2,0,0,0,6,0,1
47,608,FRAME DRUM,VIETNAM,211312,2,0,3,2,0,1,0,2,1,2,0,0,0,6,0,1
27,1484,GONG,VIETNAM,1112411,0,0,0,2,3,1,1,4,13,12,1,0,1,6,0,1
29,1483,BELL,VIETNAM,11124211,0,0,0,0,0,2,1,2,1,10,0,0,0,15,0,1
43,1482,DRUM,VIETNAM,211221,0,0,0,7,3,2,1,1,13,0,0,0,0,16,0,1
10,612,LUTE,VIETNAM,321322,0,7,0,6,0,2,2,4,16,13,1,0,0,0,2,1
21,1475,PANPIPE,VIETNAM,42111211,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1
16,1488,RIBBON REED,VIETNAM,41214,0,10,0,1,0,0,0,0,0,0,0,0,0,6,2,1
20,1490,WHISTLE,VIETNAM,42113,0,11,0,1,0,0,0,0,0,0,0,0,0,6,2,1
20,1489,FLUTE,VIETNAM,4211111,0,10,0,2,0,0,0,0,0,0,0,0,0,6,2,1
33,1474,JEWS HARP,VIETNAM,1212,0,0,0,1,2,0,1,0,0,0,0,0,0,6,2,1
18,618,SHAWM,VIETNAM,4221122,27,10,0,4,0,2,2,3,6,13,1,1,0,6,2,1
20,619,FLUTE,VIETNAM,42112112,27,11,0,5,4,1,2,4,13,14,1,0,1,6,2,1
17,617,CLARINET,VIETNAM,42222,27,10,0,2,4,2,0,2,6,1,0,0,6,6,2,1
43,606,DRUM,VIETNAM,211222,0,0,5,5,3,1,1,2,1,13,12,0,0,1,3,1
27,1485,GONG CHIME,VIETNAM,1112412,0,0,0,3,3,1,1,4,1,14,10,0,1,1,4,1
26,1486,CASTANET,VIETNAM,111141,3,0,0,1,3,1,1,4,4,1,14,0,1,6,4,1
10,615,FIDDLE,VIETNAM,321312,0,9,0,6,4,1,0,4,1,16,8,0,0,8,4,1
10,614,LUTE,VIETNAM,321321,0,7,0,7,4,3,2,4,16,1,14,0,0,8,4,1
43,1477,DRUM,VIETNAM,211222,0,0,1,3,0,2,1,1,13,0,0,0,1,2,5,1
45,609,DRUM,VIETNAM,2112211,2,0,4,1,2,1,1,1,1,0,0,0,0,6,5,1
10,613,LUTE,VIETNAM,321322,0,7,0,5,4,2,1,4,16,1,14,0,0,9,5,1
10,610,LUTE,VIETNAM,31112122,41,7,0,3,4,1,1,1,16,0,0,0,6,9,5,1
7,611,ZITHER,VIETNAM,31222,0,7,0,7,4,1,2,3,16,5,10,0,6,11,5,1
10,616,FIDDLE,VIETNAM,321313,18,9,0,6,4,1,2,4,16,6,13,0,0,0,6,1
26,1478,STICK,VIETNAM,111211,0,0,0,1,0,1,1,2,13,1,0,0,0,14,10,1
7,601,GROUND BOW,VIETNAM,31421,21,0,0,0,3,0,1,1,4,0,0,0,1,15,10,1
26,1324,STICK,WASHO,1112,3,0,0,7,4,1,1,3,16,10,3,0,1,6,12,1
31,389,RATTLE,WASHO,11213,0,0,0,1,3,4,0,1,2,0,0,0,9,6,12,1
29,1699,BELLS,WEST FRANCE,1112421,0,0,0,1,0,2,1,2,8,0,0,0,0,0,0,1
31,1701,RATTLE,WEST FRANCE,1122,3,0,0,0,0,1,1,0,0,0,0,0,9,6,0,1
26,1698,CLAPPER,WEST FRANCE,11121,4,0,0,2,0,1,1,0,0,0,0,0,9,6,0,1
19,1277,BAGPIPE,WEST FRANCE,4221112,26,0,0,4,2,1,1,4,10,11,5,0,1,6,1,1
20,1700,WHISTLE,WEST FRANCE,42111,0,0,0,0,0,1,1,2,8,0,0,0,0,6,2,1
18,1278,OBOE,WEST FRANCE,4221112,27,10,0,2,2,1,1,4,10,11,5,0,1,6,2,1
10,1729,FIDDLE,WEST FRANCE,321322,18,9,0,4,2,1,4,2,10,5,0,0,1,8,3,1
10,1279,HURDYGURDY,WEST FRANCE,321,18,9,0,5,3,2,5,2,11,16,0,9,7,13,5,1
12,817,HARP-LUTE,WOLOF,323,0,7,0,0,2,2,1,0,0,0,0,0,0,0,0,1
52,813,DRUM,WOLOF,211,0,0,0,0,1,3,1,2,14,1,0,0,0,0,0,1
5,807,MUSICAL BOW,WOLOF,3111,0,0,0,0,2,2,1,2,15,7,0,0,0,0,0,1
26,1578,CALABASH,WOLOF,11114,4,0,0,6,5,1,1,3,0,14,16,0,0,17,0,1
35,816,CLAPPING,WOLOF,1112,0,0,0,0,6,2,1,2,10,11,16,0,1,0,4,1
53,818,DRUM,WOLOF,21121,0,0,3,4,2,2,1,3,10,1,5,0,1,2,4,1
26,815,CLAPPER,WOLOF,11114,3,0,0,1,2,2,1,1,1,10,0,0,1,6,4,1
10,808,LUTE,WOLOF,32132,16,7,0,3,2,2,1,3,0,14,16,0,1,6,4,1
42,811,DRUM,WOLOF,2112112,13,0,9,5,2,2,1,2,11,10,0,0,5,15,4,1
42,812,DRUM,WOLOF,2112112,13,0,0,6,2,2,1,2,11,10,0,0,5,15,4,1
42,809,DRUM,WOLOF,2112111,14,0,9,5,2,2,1,4,5,10,1,0,1,2,5,1
42,810,DRUM,WOLOF,2112112,13,0,0,3,2,2,1,4,10,1,5,0,5,15,5,1
40,814,DRUM,WOLOF,21111,0,0,3,3,2,2,1,1,1,0,0,0,1,2,7,1
28,189,SHIELD,XHOSA,11122,0,0,0,6,2,4,1,2,4,3,0,0,0,0,0,1
14,188,HORN,XHOSA,4231222,0,11,0,0,2,2,1,3,14,9,0,0,0,0,0,1
5,191,MUSICAL BOW,XHOSA,31112122,0,8,0,0,6,2,1,2,15,16,0,0,6,6,0,1
25,185,BULLROARER,XHOSA,41222,0,0,0,1,0,3,1,1,0,0,0,0,1,3,1,1
6,204,ZITHER,XHOSA,3112,18,9,0,5,9,2,4,3,15,16,11,0,1,7,1,1
5,192,MUSICAL BOW,XHOSA,3111211,18,9,0,0,3,2,1,2,15,16,0,0,1,4,2,1
5,193,MUSICAL BOW,XHOSA,3111,0,11,0,4,3,2,3,2,15,16,0,0,1,6,2,1
20,196,WHISTLE,XHOSA,42122,0,10,0,1,9,2,3,1,0,0,0,0,9,6,2,1
20,194,WHISTLE,XHOSA,42122,0,10,0,1,3,2,1,1,7,0,0,0,9,6,2,1
20,195,WHISTLE,XHOSA,42122,0,10,0,1,3,2,1,1,8,0,0,0,9,6,2,1
20,186,FLUTE,XHOSA,42111121,0,10,0,4,2,1,1,3,7,15,16,0,9,6,3,1
5,190,MUSICAL BOW,XHOSA,311121,17,7,0,4,10,2,1,2,15,16,0,0,1,4,4,1
28,184,SHIELD,XHOSA,11122,0,0,0,6,4,4,1,4,2,7,9,0,9,6,4,1
52,183,DRUM,XHOSA,211,0,0,3,7,6,4,0,3,3,2,4,0,1,1,5,1
31,180,RATTLE,XHOSA,112111,0,0,0,6,3,1,1,1,10,0,0,0,2,8,5,1
31,182,RATTLE,XHOSA,112111,0,0,0,2,2,4,1,1,3,0,0,0,2,14,9,1
31,181,RATTLE,XHOSA,112111,0,0,9,2,2,2,1,1,10,0,0,0,2,14,9,1
21,274,PANPIPE,YAGUA,42111211,0,10,0,2,2,1,2,0,0,0,0,0,0,0,0,1
42,273,DRUM,YAGUA,211212,4,0,3,0,1,1,1,1,10,0,0,0,0,0,0,1
17,171,UNKNOWN,YAGUA,4222,0,10,0,2,1,2,1,2,10,6,0,0,0,0,0,1
31,275,RATTLE,YAGUA,112111,0,0,0,1,6,1,2,1,11,0,0,0,2,8,4,1
31,276,RATTLE,YAGUA,112111,0,0,0,1,2,2,1,1,11,0,0,0,2,14,9,1
26,272,PERCUSSION STICK,YAGUA,111211,0,0,0,0,2,1,1,1,10,0,0,0,2,6,12,1
29,1048,BELL,YAKUT,111242122,0,1,0,1,2,1,5,1,2,0,0,0,9,2,4,1
47,1049,FRAME DRUM,YAKUT,21122211,9,0,3,7,1,2,5,1,2,0,0,1,1,6,4,1
31,472,RATTLE,YAQUI,112111,0,0,0,0,0,1,1,2,10,1,12,0,0,0,0,1
26,469,PERCUSSION VESSEL,YAQUI,1112,0,0,0,2,0,2,1,2,1,10,12,0,0,0,0,1
10,474,GUITAR,YAQUI,321322,0,7,0,6,3,2,4,2,15,16,0,0,9,0,0,1
18,464,OBOE,YAQUI,4221,27,10,0,2,3,2,3,1,1,10,12,0,0,6,0,1
32,470,SCRAPER,YAQUI,112212,0,0,0,2,0,2,1,2,1,10,12,0,4,15,0,1
10,471,VIOLIN,YAQUI,321322,18,9,0,5,2,2,4,3,10,16,1,1,1,5,2,1
20,467,FLUTE,YAQUI,42111112,27,0,0,2,3,2,1,2,15,16,12,0,6,6,3,1
47,466,FRAME DRUM,YAQUI,211311,0,0,3,3,2,1,1,3,15,16,1,0,6,14,5,1
12,473,HARP,YAQUI,322,0,7,0,6,3,1,4,3,10,15,16,0,6,15,5,1
31,465,RATTLE,YAQUI,112111,0,0,0,0,2,4,1,2,1,10,12,0,2,2,9,1
31,468,RATTLE,YAQUI,112112,0,0,0,1,3,2,1,2,1,10,12,0,2,6,12,1
31,322,RATTLE,YARURO,11213,0,0,0,1,1,2,1,2,2,1,0,4,6,6,2,1
52,1184,DRUM,YORUBA,211,0,0,0,0,2,2,1,2,14,11,0,0,0,0,0,1
52,1193,DRUM,YORUBA,211,0,0,0,0,2,1,1,4,14,8,6,0,0,0,0,1
52,1186,DRUM,YORUBA,23113,0,0,0,7,2,1,1,3,1,10,11,0,0,0,0,1
40,1185,DRUM,YORUBA,2111,0,0,1,0,2,1,1,3,12,10,11,0,0,0,0,1
43,1178,DRUM,YORUBA,2112212,0,0,0,3,2,1,1,2,14,8,0,0,1,0,0,1
40,1179,DRUM,YORUBA,2111,54,0,4,3,2,1,1,2,14,8,0,0,1,2,0,1
27,1188,GONG,YORUBA,1112411,0,0,0,0,2,2,1,0,0,0,0,0,1,6,0,1
25,1190,BULLROARER,YORUBA,41222,0,0,0,2,1,2,1,3,1,9,12,4,1,6,1,1
14,1194,BUGLE,YORUBA,42312122,0,10,0,0,2,1,1,4,14,8,6,0,1,6,2,1
20,1195,FIFE,YORUBA,42112112,54,11,0,0,2,1,1,4,14,8,6,0,1,6,2,1
14,1192,TRUMPET,YORUBA,4231211,0,0,0,8,2,1,1,4,14,11,6,0,1,6,2,1
44,1183,DRUM,YORUBA,21124,9,0,3,3,2,1,1,2,14,8,0,0,1,2,4,1
45,1182,DRUM,YORUBA,21125,9,0,3,4,2,1,1,2,14,8,0,0,1,2,5,1
42,1180,DRUM,YORUBA,21121,9,0,3,6,2,1,1,2,14,8,0,6,1,2,5,1
44,1181,DRUM,YORUBA,211241,9,0,3,6,2,1,1,2,14,8,0,0,7,2,5,1
29,1191,BELL,YORUBA,111242,0,0,0,1,9,2,1,3,12,10,11,0,2,9,5,1
31,1187,RATTLE,YORUBA,11212,3,0,0,1,9,1,1,2,12,10,0,0,2,14,9,1
31,1189,RATTLE,YORUBA,11213,0,0,0,1,9,1,1,3,12,10,11,0,2,14,9,1
20,134,FLUTE,ZULU,4211213,27,11,0,0,0,3,3,0,0,0,0,0,0,0,0,1
40,121,DRUM,ZULU,21111,0,0,2,2,10,3,1,1,3,0,0,0,0,0,0,1
5,126,MUSICAL BOW,ZULU,3111211,17,7,0,0,2,2,1,2,15,16,0,0,0,0,0,1
5,128,MUSICAL BOW,ZULU,3111212,15,8,0,5,5,2,1,2,15,16,0,0,0,0,0,1
20,132,WHISTLE,ZULU,4211111,52,10,0,1,2,3,1,1,2,0,0,0,0,4,0,1
26,118,BONES,ZULU,111211,4,0,0,1,2,1,1,1,11,0,0,0,0,6,0,1
25,120,BULLROARER,ZULU,41222,0,0,0,2,8,3,1,1,0,0,0,0,1,6,1,1
14,125,HORN,ZULU,42312121,0,10,0,7,2,2,4,3,5,9,7,0,1,6,1,1
6,203,ZITHER,ZULU,3112,18,9,0,5,9,2,4,3,15,16,11,0,1,7,1,1
20,133,WHISTLE,ZULU,421111,0,10,0,1,0,3,1,1,2,0,0,0,0,4,2,1
5,222,MUSICAL BOW,ZULU,3111211,16,7,0,4,10,2,1,2,15,16,0,0,1,4,2,1
20,187,FLUTE,ZULU,42111111,0,10,0,2,3,2,1,2,15,16,0,0,1,6,2,1
14,124,HORN,ZULU,42312122,0,11,0,2,2,2,1,4,9,7,15,0,1,6,2,1
5,135,MUSICAL BOW,ZULU,311111,16,7,0,5,10,2,1,2,15,16,0,0,1,4,3,1
20,163,FLUTE,ZULU,42111121,0,10,0,5,2,1,1,3,7,15,16,0,9,6,3,1
42,123,DRUM,ZULU,211212,4,0,6,3,3,3,4,2,5,11,0,0,1,2,4,1
5,131,MUSICAL BOW,ZULU,3111211,18,9,0,4,3,2,1,1,15,0,0,0,1,4,4,1
5,130,MUSICAL BOW,ZULU,311121222,15,8,0,0,3,2,1,2,15,16,0,0,6,17,5,1
5,129,MUSICAL BOW,ZULU,311121222,15,8,0,4,10,2,1,2,15,16,0,0,6,17,5,1
31,119,RATTLE,ZULU,11213,0,0,9,1,3,1,1,3,10,11,2,0,2,14,9,1
50,122,DRUM,ZULU,231,5,0,9,2,3,3,1,1,3,0,0,0,5,15,9,1
26,127,SHIELD,ZULU,11114,3,0,0,0,2,3,1,1,9,0,0,0,2,6,12,1
31,117,RATTLE,ZULU,1112,0,0,0,3,6,2,1,2,5,10,0,0,2,6,12,1
25,1244,BULLROARER,ZUNI,41222,0,0,0,7,2,2,1,2,1,12,0,4,1,6,1,1
31,1240,RATTLE,ZUNI,112111,0,0,0,3,2,2,1,3,12,1,10,0,2,5,2,1
20,1245,FLUTE,ZUNI,42111112,0,10,0,2,2,1,1,2,1,12,0,0,1,6,2,1
20,1238,WHISTLE,ZUNI,42111112,27,10,0,0,2,2,1,2,1,12,0,0,9,6,2,1
40,1241,DRUM,ZUNI,21111,11,0,5,6,1,1,1,3,1,10,12,0,6,15,4,1
26,1247,STICK,ZUNI,11111,4,0,0,2,2,1,1,3,1,10,12,0,1,6,5,1
53,1246,DRUM,ZUNI,211,0,0,1,7,2,2,1,2,10,12,1,0,6,15,5,1
31,1243,RATTLE,ZUNI,11213,3,0,0,2,2,1,1,3,1,12,10,9,1,6,6,1
53,1249,DRUM,ZUNI,1112,3,0,3,3,4,2,1,2,10,12,0,0,5,15,6,1
45,1242,DRUM,ZUNI,21125,11,0,5,4,2,1,1,2,10,1,0,0,6,15,6,1
29,1248,BELLS,ZUNI,11124212,0,2,0,2,2,1,1,2,10,12,0,0,2,2,9,1
31,1239,RATTLE,ZUNI,11213,3,0,0,1,2,1,1,3,10,1,3,0,1,14,9,1
