Instrument_#,I-id,Instrument_Name,Archival_Culture_Name,Sachs_Number,Sachs_Suffix,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Active
10,142,LUTE,GILYAK,321,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,1
29,146,BELLS,GILYAK,111242,0,0,0,0,0,4,1,2,1,2,0,0,0,1,0,1
26,140,PERCUSSION STICK,GILYAK,111211,4,0,0,4,8,1,1,1,11,0,0,0,1,1,0,1
33,139,JEWS HARP,GILYAK,1212,4,0,0,2,0,2,1,1,15,0,0,0,0,4,2,1
31,144,RATTLE,GILYAK,11211,0,0,0,1,2,4,1,1,2,0,0,0,1,9,5,1
38,141,BOARD,GILYAK,11122,0,0,0,0,3,2,1,1,0,0,0,0,9,0,12,1
47,145,FRAME DRUM,GILYAK,211311,0,0,2,3,2,4,1,1,2,0,0,0,1,6,12,1
52,1142,DRUM,GOAJIRO,211,0,0,0,4,3,1,1,3,3,10,2,0,1,2,0,1
17,1143,CLARINET,GOAJIRO,42221,0,11,0,4,0,2,1,0,0,0,0,0,0,6,0,1
20,1140,WHISTLE,GOAJIRO,421,0,10,0,0,3,2,1,1,8,0,0,0,1,6,0,1
31,1138,RATTLE,GOAJIRO,11213,0,0,0,0,0,2,1,1,10,0,0,0,2,6,0,1
5,1139,MUSICAL BOW,GOAJIRO,3111,21,8,0,0,2,2,1,0,0,0,0,0,0,0,2,1
20,1141,FLUTE,GOAJIRO,421111,0,10,0,3,9,2,1,0,0,0,0,0,1,6,4,1
44,359,DRUM,GOND,21124,0,0,0,3,2,1,0,2,5,10,0,0,0,0,0,1
10,368,FIDDLE,GOND,32132,19,9,0,4,3,2,1,2,15,16,0,0,0,0,0,1
42,361,DRUM,GOND,211212,9,0,3,3,2,2,1,4,11,5,6,0,0,0,0,1
32,354,SCRAPER,GOND,11221,0,0,0,7,2,0,0,0,0,0,0,0,0,3,0,1
25,350,BULLROARER,GOND,41222,0,0,0,0,8,2,1,1,0,0,0,0,1,5,1,1
33,353,JEWS HARP,GOND,1211,0,0,0,1,4,1,1,2,15,16,0,0,9,4,2,1
14,366,HORN,GOND,4231222,0,11,0,2,2,4,1,1,1,0,0,0,1,6,2,1
20,355,FLUTE,GOND,42111,27,10,0,6,2,1,1,4,7,15,16,0,6,6,2,1
42,362,DRUM,GOND,211212,4,0,9,6,2,2,1,4,8,11,6,0,0,2,3,1
10,367,FIDDLE,GOND,3213,0,9,0,0,3,2,1,2,15,16,0,0,0,7,3,1
40,357,DRUM,GOND,2111,0,0,0,0,2,2,1,2,11,1,0,0,0,2,5,1
45,364,DRUM,GOND,212252,4,0,0,5,2,1,1,3,5,10,6,0,2,2,5,1
30,356,SLIT DRUM,GOND,111231,0,0,4,4,2,2,1,2,5,10,0,6,0,2,6,1
6,358,IDIOCHORD,GOND,31211,0,8,0,3,0,0,1,0,0,0,0,0,6,15,9,1
40,363,DRUM,GOND,21112,4,0,4,0,2,1,1,2,6,16,0,0,6,15,9,1
31,365,RATTLE,GOND,11213,0,0,0,1,9,2,1,1,1,0,0,0,1,17,11,1
29,360,BELLS,GOND,111242,0,0,0,6,6,1,1,1,10,0,0,0,2,1,12,1
29,352,BELL,GOND,111242,0,0,0,0,0,1,0,2,1,10,0,0,2,2,12,1
26,351,CYMBAL,GOND,111142,0,0,0,1,10,2,1,2,5,10,0,0,2,6,12,1
31,665,RATTLE,HAITI,112112,0,0,0,8,0,0,1,2,13,1,0,0,0,0,0,1
28,654,PERCUSSION PLAQUE,HAITI,11122,4,0,0,0,0,2,1,2,1,10,0,0,0,0,0,1
45,657,DRUM,HAITI,21125,8,0,1,6,0,2,1,2,1,10,0,0,0,0,0,1
32,641,SCRAPER,HAITI,11223,56,0,0,0,0,1,1,2,10,11,0,0,0,0,0,1
13,645,TRUMPET,HAITI,42311,0,0,0,1,3,2,1,3,8,11,1,0,0,6,2,1
13,646,HORN,HAITI,4231,0,0,0,2,0,4,1,3,2,1,8,0,0,6,2,1
42,658,DRUM,HAITI,211211,13,0,3,8,2,4,1,2,1,10,0,0,1,15,3,1
45,656,DRUM,HAITI,21125,0,0,1,4,3,2,1,2,1,10,0,0,1,2,4,1
45,655,DRUM,HAITI,21125,0,0,1,6,3,2,1,2,1,10,0,0,1,2,4,1
29,663,BELL,HAITI,1112421,3,0,0,0,0,3,1,2,1,10,0,0,9,6,5,1
13,642,TRUMPET,HAITI,4231211,0,10,0,3,2,1,1,4,7,10,1,0,9,6,5,1
31,662,RATTLE,HAITI,11213,4,0,0,1,0,1,1,2,1,10,11,0,9,6,5,1
31,664,RATTLE,HAITI,112111,0,0,0,1,2,0,1,2,1,11,0,0,9,17,5,1
45,653,DRUM,HAITI,211251,0,0,9,6,2,2,1,2,1,6,0,0,6,15,6,1
13,643,TRUMPET,HAITI,4231211,0,10,0,5,2,1,1,4,7,10,1,0,9,6,7,1
45,660,DRUM,HAITI,2112512,13,0,9,4,3,1,1,2,1,10,0,0,1,15,7,1
45,659,DRUM,HAITI,2112512,13,0,9,7,2,1,1,2,1,10,0,0,7,15,7,1
45,661,DRUM,HAITI,2112512,13,0,4,3,3,1,1,3,1,10,15,0,7,15,7,1
42,652,DRUM,HAITI,211212,16,0,4,4,3,1,4,2,7,1,0,0,1,2,8,1
34,751,SANSA,HAITI,12211,0,0,0,0,3,2,1,1,10,0,0,0,6,13,8,1
13,644,TRUMPET,HAITI,4231211,0,10,0,7,2,1,1,4,7,10,1,0,9,6,9,1
25,649,STAMP TUBE,HAITI,111231,56,4,0,2,3,2,1,1,10,0,0,0,5,6,10,1
25,650,STAMP TUBE,HAITI,111231,56,0,0,4,3,2,1,1,10,0,0,0,5,6,10,1
25,651,STAMP TUBE,HAITI,111231,56,0,0,5,3,2,1,1,10,0,0,0,5,6,10,1
30,648,STAMP TUBE,HAITI,111231,56,0,0,6,3,2,1,1,10,0,0,0,5,6,10,1
7,750,EARTH BOW,HAITI,31421,15,0,0,3,3,2,1,1,15,0,0,0,6,15,11,1
31,666,RATTLE,HAITI,11212,0,0,0,2,4,4,1,1,1,0,0,0,9,6,12,1
26,647,PERCUSSION STICK,HAITI,111211,4,1,0,1,4,2,1,1,10,0,0,0,9,6,12,1
5,86,MUSICAL BOW,HANUNOO,3111,0,7,0,0,3,4,1,1,1,0,0,0,0,0,0,1
30,85,SLIT DRUM,HANUNOO,111231,0,0,0,0,0,3,1,1,8,0,0,0,0,0,0,1
6,82,HETEROCHORD,HANUNOO,31212,17,7,0,2,8,2,1,2,11,15,0,0,0,0,0,1
6,88,IDIOCHORD,HANUNOO,31211,17,7,0,3,8,1,1,4,6,11,15,0,9,0,0,1
26,84,PERCUSSION STICK,HANUNOO,11121,4,4,0,0,6,1,1,1,15,0,0,0,1,6,0,1
31,83,RATTLE,HANUNOO,11213,3,0,0,1,6,2,1,1,6,0,0,0,9,6,0,1
33,80,JEWS HARP,HANUNOO,12121,4,0,0,1,4,1,1,2,4,11,0,0,9,4,2,1
20,87,WHISTLE,HANUNOO,4212,41,10,0,1,8,1,1,2,11,15,0,0,9,4,2,1
20,79,FLUTE,HANUNOO,42112112,41,11,0,2,5,1,1,4,4,11,15,0,9,6,2,1
10,78,GUITAR,HANUNOO,321321,16,7,0,2,3,1,1,4,4,15,11,0,9,6,5,1
10,77,FIDDLE,HANUNOO,321321,18,9,0,2,3,1,1,4,4,15,11,0,9,10,7,1
27,81,GONG,HANUNOO,111241,3,4,0,2,5,4,3,3,10,11,16,0,5,2,9,1
14,1264,TRUMPET,HAUSA,423121,0,10,0,5,2,1,1,1,1,0,0,0,1,6,2,1
18,1255,OBOE,HAUSA,42211,0,10,0,2,2,1,1,3,8,14,15,0,1,6,2,1
14,1261,TRUMPET,HAUSA,4231211,0,10,0,7,2,1,1,2,14,8,0,1,1,6,2,1
26,1258,CLAPPER,HAUSA,1112,4,0,0,1,3,1,1,2,9,3,0,0,1,6,4,1
45,1266,DRUM,HAUSA,21125,0,0,3,0,2,1,1,4,10,7,8,0,1,6,4,1
10,1259,GUITAR,HAUSA,321322,16,7,0,5,2,1,4,4,1,15,16,0,1,2,5,1
40,1265,DRUM,HAUSA,2111,0,0,2,2,2,1,1,1,14,0,0,0,1,6,5,1
43,1260,DRUM,HAUSA,11124,4,0,1,3,6,1,1,2,5,11,0,0,1,9,5,1
10,1256,FIDDLE,HAUSA,321322,18,9,0,6,2,1,1,2,15,3,0,0,1,11,5,1
45,1267,DRUM,HAUSA,21125,0,0,4,9,2,2,1,4,10,7,8,0,1,15,5,1
27,1263,GONG,HAUSA,1112411,3,0,0,4,2,2,1,1,1,0,0,0,3,1,6,1
45,1257,DRUM,HAUSA,21125,0,0,2,6,2,2,1,1,1,0,0,0,1,15,7,1
53,1262,DRUM,HAUSA,211,0,0,6,7,2,2,1,2,1,14,0,0,1,15,7,1
40,1254,DRUM,HAUSA,1112,4,0,4,1,6,1,1,1,11,0,0,0,4,15,7,1
13,259,TRUMPET,HAWAII,423111,0,10,0,2,0,4,2,0,0,0,0,0,0,6,0,1
26,266,PERCUSSION STICK,HAWAII,111211,0,0,0,4,0,3,2,2,11,10,0,0,6,6,0,1
42,261,DRUM,HAWAII,2112121,3,0,2,4,0,1,4,0,0,0,0,0,0,15,0,1
25,264,BULLROARER,HAWAII,41222,0,0,0,1,8,3,1,1,0,0,0,0,1,3,1,1
6,257,ZITHER,HAWAII,311,17,7,0,3,4,2,2,4,4,8,11,0,0,0,2,1
33,260,JEWS HARP,HAWAII,1212,0,7,0,1,0,0,0,0,0,0,0,0,0,4,2,1
20,263,FLUTE,HAWAII,4212214,0,0,0,1,0,2,0,0,0,0,0,0,0,6,2,1
20,258,FLUTE,HAWAII,4211111,32,10,0,3,2,3,2,3,4,8,16,0,9,6,2,1
46,262,DRUM,HAWAII,21126,0,0,0,1,4,2,2,1,16,0,0,0,0,2,5,1
31,270,RATTLE,HAWAII,11211,0,0,0,1,0,0,2,1,10,0,0,0,2,14,9,1
26,268,CONCUSSION BOARD,HAWAII,1111,0,0,0,3,0,0,1,1,10,0,0,1,2,15,11,1
26,267,PERCUSSION STICK,HAWAII,11121,0,0,0,6,0,0,1,1,10,0,0,0,2,6,12,1
31,269,RATTLE,HAWAII,11213,3,0,0,1,0,2,2,1,10,0,0,0,2,6,12,1
26,265,IDIOPHONE,HAWAII,111,0,0,0,4,3,4,0,2,10,1,0,0,6,15,12,1
7,1439,ZITHER,HEBREW,3161,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,1
26,600,CYMBAL,HEBREW,111142,61,1,0,0,6,0,7,2,16,1,0,0,0,0,0,1
11,594,LYRE,HEBREW,3212,17,7,0,0,0,0,8,3,1,10,11,0,0,0,0,1
12,1437,HARP,HEBREW,322,0,0,0,0,4,0,7,1,1,16,15,0,0,0,0,1
26,1438,SISTRA,HEBREW,112112,3,0,0,0,4,0,7,0,0,0,0,0,0,6,0,1
18,599,OBOE,HEBREW,42212,27,4,0,0,0,2,5,2,6,1,0,0,0,6,0,1
13,598,TRUMPET,HEBREW,423111,0,4,0,3,2,3,7,3,9,1,12,0,0,6,0,1
35,1441,CLAPPING,HEBREW,1112,0,0,0,1,4,1,7,2,10,1,11,0,2,6,0,1
14,597,HORN,HEBREW,42312121,0,10,0,2,2,4,7,2,1,2,0,0,1,6,1,1
20,1440,FLUTE,HEBREW,421112,33,10,0,0,0,0,7,1,1,0,0,0,0,6,2,1
29,596,BELL,HEBREW,111242,0,0,0,0,3,4,7,1,1,0,0,0,9,2,9,1
47,595,FRAME DRUM,HEBREW,2113,0,0,2,0,5,1,7,4,10,1,11,0,2,6,12,1
23,1551,ACCORDION,HUNGARY,412132,30,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1
10,1554,LUTE,HUNGARY,321321,0,7,0,3,0,0,0,1,10,0,0,0,0,0,0,1
42,1547,DRUM,HUNGARY,211211,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,1
7,1540,CIMBALOM,HUNGARY,314122,15,8,0,6,3,2,1,3,11,16,10,0,6,0,0,1
7,1539,ZITHER,HUNGARY,314122,16,7,0,5,3,1,4,3,11,16,10,1,6,0,0,1
10,1542,HURDYGURDY,HUNGARY,32122,20,0,0,5,3,3,1,0,10,0,0,0,1,2,0,1
37,1552,DRUM,HUNGARY,2321,0,0,0,0,3,1,0,3,2,12,1,0,0,6,0,1
13,1548,ALPHORN,HUNGARY,4231211,0,10,0,0,0,3,0,1,8,0,0,0,0,0,2,1
33,1535,JEWS HARP,HUNGARY,1212,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1
18,1549,OBOE,HUNGARY,4221111,0,10,0,0,0,0,0,0,0,0,0,0,0,6,2,1
23,1550,HARMONICA,HUNGARY,412132,0,0,0,1,0,1,4,0,0,0,0,0,0,6,2,1
14,1553,HORN,HUNGARY,4231,0,0,0,0,0,3,0,1,8,0,0,0,0,6,2,1
10,1541,VIOLIN,HUNGARY,321322,18,9,0,4,3,1,4,3,10,11,16,0,9,5,3,1
10,1546,VIOLA,HUNGARY,321322,18,9,0,4,0,1,4,0,0,0,0,0,0,6,3,1
17,1543,CLARINET,HUNGARY,4222112,28,10,0,5,3,1,4,2,10,11,0,0,9,6,4,1
20,1537,FLUTE,HUNGARY,42111112,0,0,0,2,2,1,1,2,7,15,0,0,9,6,4,1
10,1544,BASS VIOL,HUNGARY,321322,0,9,0,8,0,1,4,0,0,0,0,0,1,15,7,1
10,1545,CELLO,HUNGARY,321322,18,9,0,7,0,1,4,0,0,0,0,0,7,15,7,1
20,1536,FLUTE,HUNGARY,42111112,27,10,0,6,2,1,1,2,7,15,0,0,1,6,12,1
19,1538,BAGPIPE,HUNGARY,422,26,4,0,6,2,2,2,0,5,11,7,1,9,17,12,1
20,321,WHISTLE,HUPA,42111,0,10,0,1,2,2,1,2,1,10,0,0,2,4,2,1
26,320,SPLIT STICK,HUPA,1123,0,0,0,7,4,4,1,1,3,0,0,0,2,6,12,1
31,319,RATTLE,HUPA,112112,3,0,0,2,3,4,1,1,2,0,0,0,9,6,12,1
20,865,FLUTE,IBAN,42111112,27,10,0,2,2,2,1,1,0,0,0,0,0,0,0,1
10,864,LUTE,IBAN,321,0,7,0,0,2,2,1,1,16,15,0,0,0,0,0,1
44,871,DRUM,IBAN,21124,0,0,5,0,2,2,1,3,11,10,16,0,1,0,0,1
27,867,GONG,IBAN,1112411,0,0,0,5,4,2,1,2,10,16,0,0,1,1,0,1
27,869,GONG SET,IBAN,1112412,41,0,0,0,2,2,1,3,11,10,15,0,1,1,0,1
27,868,GONG,IBAN,111241,0,0,0,0,2,2,1,3,11,10,16,0,1,1,0,1
27,870,GONG,IBAN,111241,0,0,0,4,2,2,1,3,11,10,16,0,1,1,0,1
29,866,BELL,IBAN,111242122,0,0,0,0,2,2,1,1,8,0,0,0,0,6,0,1
20,874,FLUTE,IBAN,42111112,27,10,0,2,2,2,1,1,15,0,0,0,0,6,2,1
33,863,JEWS HARP,IBAN,1212,0,0,0,0,5,2,1,1,16,0,0,0,0,6,2,1
22,872,MOUTH ORGAN,IBAN,412132,0,0,0,0,2,2,1,2,15,16,0,0,0,6,2,1
20,821,WHISTLE,IRISH,42111112,0,0,0,0,3,2,1,3,10,11,15,0,0,0,0,1
20,824,FLUTE,IRISH,42112121,28,11,0,4,3,2,1,3,10,11,15,0,1,6,2,1
10,825,FIDDLE,IRISH,321322,19,9,0,3,4,2,5,3,10,16,11,0,1,7,3,1
23,823,ACCORDION,IRISH,412132,26,0,0,3,4,2,1,3,10,11,15,0,1,2,4,1
10,822,BANJO,IRISH,32132,17,7,0,5,4,2,1,3,16,11,0,0,7,6,4,1
19,820,BAGPIPE,IRISH,4221112,26,0,0,4,3,2,1,3,16,15,10,0,7,8,8,1
36,819,STOMPING,IRISH,500,0,0,0,0,3,1,1,3,10,11,16,0,7,0,10,1
42,98,DRUM,IROQUOIS,2112112,15,0,3,2,2,3,1,1,6,0,0,0,0,0,0,1
42,97,DRUM,IROQUOIS,2112112,15,0,3,1,3,1,1,4,11,9,2,0,6,6,5,1
31,100,RATTLE,IROQUOIS,11213,3,0,0,1,2,2,1,1,2,0,0,0,9,6,12,1
31,101,RATTLE,IROQUOIS,11213,3,0,0,1,2,2,2,2,1,2,0,0,9,6,12,1
31,99,RATTLE,IROQUOIS,11213,3,0,0,1,3,1,1,4,10,11,2,0,9,6,12,1
23,1771,ORGAN,IT URB BAR,4212222,30,6,0,9,3,1,4,2,16,1,0,0,6,1,1,1
13,1762,TRUMPET,IT URB BAR,423121,28,10,0,3,3,3,3,2,16,14,0,0,1,6,2,1
20,1768,RECORDER,IT URB BAR,421221120,27,10,0,3,3,2,3,1,16,14,0,0,6,6,2,1
20,1761,CROSS FLUTE,IT URB BAR,42112112,27,11,0,2,3,3,3,1,16,14,0,0,6,6,2,1
14,1766,CORNET,IT URB BAR,4231212,28,10,0,3,3,3,3,1,16,14,0,0,6,6,2,1
20,1763,FLUTE,IT URB BAR,42112112,27,10,0,2,3,3,3,2,16,14,0,0,6,6,2,1
18,1764,BASSOON,IT URB BAR,423233,28,10,0,5,3,3,3,2,16,10,0,0,9,6,2,1
15,1772,TROMBONE,IT URB BAR,42322,0,10,0,5,3,3,3,1,16,14,0,0,9,6,2,1
15,1765,TROMBONE,IT URB BAR,423233,28,10,0,3,3,3,3,2,16,14,0,0,9,6,2,1
10,1770,VIOLIN,IT URB BAR,321322,18,9,0,3,4,2,4,3,16,1,14,0,7,8,4,1
10,1769,LUTE,IT URB BAR,321321,16,7,0,6,4,1,5,2,16,10,0,0,6,11,4,1
9,1767,HARPISCHORD,IT URB BAR,314122,15,8,0,8,3,1,4,2,16,10,0,0,6,15,4,1
10,1773,VIOLS,IT URB BAR,321322,18,9,0,3,3,1,4,2,16,14,0,0,6,11,5,1
12,1759,HARP,IT URB BAR,3222122,16,0,0,8,3,3,3,1,16,14,0,0,6,15,12,1
10,1760,CELLO,IT URB BAR,321322,19,9,0,7,4,2,4,2,16,1,14,0,6,15,12,1
31,451,RATTLE,IWALIPETI,11213,0,0,0,0,2,1,1,3,1,11,10,0,0,3,0,1
26,452,PERCUSSION TUBE,IWALIPETI,11123,0,0,0,0,2,2,1,2,1,10,0,0,0,6,0,1
25,449,BULLROARER,IWALIPETI,41222,0,0,0,0,2,4,1,1,1,0,0,0,1,6,1,1
21,453,PANPIPE,IWALIPETI,421112,13,0,0,2,2,2,1,1,15,10,0,0,0,6,2,1
20,450,FLUTE,IWALIPETI,42111,0,10,0,8,1,4,1,2,1,10,0,0,1,6,12,1
28,509,CHIME,JAPAN,111221,3,0,0,1,2,4,1,1,1,0,0,0,4,0,0,1
28,515,PLAQUE,JAPAN,111221,3,0,0,4,2,4,1,2,1,8,0,0,0,2,0,1
29,510,BELL,JAPAN,111242122,3,0,0,1,2,4,1,1,1,0,0,0,0,6,0,1
26,545,PERCUSSION STICK,JAPAN,111211,0,0,0,1,3,2,6,3,1,10,14,0,1,6,0,1
29,514,BELL,JAPAN,111242121,0,0,0,8,3,1,1,2,8,1,0,0,1,1,1,1
29,505,BELL,JAPAN,1112411,3,8,0,6,0,4,1,2,8,1,0,0,1,2,1,1
31,506,RATTLE,JAPAN,11211,4,0,0,3,2,2,1,2,12,10,0,0,2,6,1,1
42,520,DRUM,JAPAN,211212,8,0,6,8,3,1,1,2,10,14,0,0,1,1,2,1
27,523,GONG,JAPAN,111242121,4,0,0,6,3,1,1,2,1,10,0,0,1,2,2,1
47,525,FRAME DRUM,JAPAN,211312,2,0,6,7,3,1,1,1,14,0,0,7,4,2,2,1
20,507,FLUTE,JAPAN,421,0,0,0,0,3,1,0,2,12,10,0,0,0,6,2,1
20,503,FLUTE,JAPAN,42112112,27,11,0,0,3,2,1,3,12,10,13,0,0,6,2,1
20,519,FLUTE,JAPAN,42112112,27,11,0,3,3,2,1,1,14,0,0,0,4,6,2,1
20,534,FLUTE,JAPAN,42112112,27,11,0,3,3,2,1,2,13,10,0,0,4,6,2,1
20,518,FLUTE,JAPAN,42112112,27,11,0,2,3,2,1,2,14,10,0,0,4,6,2,1
22,517,MOUTH ORGAN,JAPAN,412132,0,0,0,3,3,1,1,3,14,13,10,0,4,6,2,1
18,501,OBOE,JAPAN,4221112,27,11,0,2,3,2,6,3,1,10,14,0,4,6,2,1
20,500,FLUTE,JAPAN,42112112,27,11,0,3,3,2,6,3,1,10,14,0,4,6,2,1
29,546,BELLS,JAPAN,111242,3,0,0,2,3,2,1,3,10,1,12,0,2,3,3,1
10,544,FIDDLE,JAPAN,321322,19,9,0,6,4,2,0,2,16,10,0,0,4,7,3,1
27,502,GONG,JAPAN,111242121,3,0,0,2,3,2,1,3,12,10,13,0,2,5,4,1
30,512,SLIT DRUM,JAPAN,111231,33,0,0,4,2,1,1,1,1,0,0,0,0,6,4,1
47,516,FRAME DRUM,JAPAN,211321,14,0,3,2,4,1,1,1,1,0,0,0,4,6,4,1
30,513,SLIT DRUM,JAPAN,111231,33,0,0,2,6,1,1,1,1,0,0,0,4,6,4,1
20,541,FLUTE,JAPAN,42122112,27,10,0,4,4,2,5,1,1,0,0,0,4,6,4,1
20,542,FLUTE,JAPAN,42122112,27,10,0,4,4,1,6,2,14,0,0,0,4,6,4,1
20,540,FLUTE,JAPAN,42122112,27,10,0,4,4,1,4,2,16,1,0,0,4,6,4,1
10,530,LUTE,JAPAN,321321,17,7,0,6,4,2,5,3,14,9,0,0,6,11,5,1
10,529,LUTE,JAPAN,321321,17,7,0,6,4,1,0,2,0,16,0,0,6,11,5,1
10,532,LUTE,JAPAN,321321,17,7,0,7,3,2,1,2,14,16,0,0,6,11,5,1
10,531,LUTE,JAPAN,321321,17,7,0,6,2,2,5,1,1,0,0,4,6,11,5,1
10,527,LUTE,JAPAN,321321,17,7,0,5,4,2,1,1,0,0,0,0,4,12,5,1
10,528,LUTE,JAPAN,321321,17,7,0,5,4,2,1,1,0,0,0,0,4,12,5,1
10,539,LUTE,JAPAN,321321,16,7,0,5,3,3,1,1,0,0,0,0,4,12,5,1
10,536,LUTE,JAPAN,321321,17,7,0,7,4,2,4,1,13,0,0,0,4,12,5,1
10,537,LUTE,JAPAN,321321,17,7,0,7,4,1,4,3,16,13,0,0,4,12,5,1
7,547,ZITHER,JAPAN,31411,17,7,0,8,3,4,2,2,1,10,0,0,1,17,5,1
27,522,GONG,JAPAN,111242121,4,0,0,2,3,1,1,2,14,10,0,0,4,2,8,1
44,535,DRUM,JAPAN,2112421,6,0,2,3,2,2,1,2,13,10,0,0,6,10,8,1
10,538,LUTE,JAPAN,321321,17,7,0,6,4,1,4,3,16,13,0,0,4,12,8,1
47,499,FRAME DRUM,JAPAN,211312,4,0,4,3,4,2,1,1,13,0,0,0,4,16,8,1
44,533,DRUM,JAPAN,2112421,6,0,2,2,3,1,1,2,13,10,0,0,4,13,9,1
43,521,DRUM,JAPAN,2112122,3,0,4,4,3,1,1,2,14,10,0,0,4,15,9,1
44,524,DRUM,JAPAN,211242,3,0,4,4,3,2,1,2,14,10,0,0,4,15,9,1
7,526,ZITHER,JAPAN,31222,17,7,0,6,3,2,1,1,14,0,0,0,4,15,10,1
7,543,ZITHER,JAPAN,31411,17,7,0,8,5,1,4,1,16,0,0,0,4,15,10,1
47,498,FRAME DRUM,JAPAN,211312,4,0,1,3,3,2,1,4,12,10,13,0,9,6,12,1
43,504,DRUM,JAPAN,211222,2,0,4,6,3,1,1,3,12,10,13,0,4,16,12,1
29,508,BELL,JAPAN,11124211,3,0,0,1,0,1,1,1,1,0,0,0,0,17,12,1
29,511,BELL,JAPAN,11124211,3,0,0,6,0,1,1,1,1,0,0,0,0,17,12,1
7,35,ZITHER,JAVA,3152,15,8,0,0,0,3,0,0,0,0,0,0,0,0,0,1
6,33,IDIOCHORD,JAVA,31211,16,8,0,4,3,1,1,0,0,0,0,0,0,0,0,1
6,52,ZITHER,JAVA,311221,0,7,0,5,0,2,5,0,0,0,0,0,0,0,0,1
27,12,GONG SET,JAVA,1112412,3,0,0,0,2,4,2,1,1,0,0,0,0,0,0,1
27,51,KETTLE GONG,JAVA,1112411,41,0,0,2,0,2,6,2,0,1,0,0,0,0,0,1
26,18,CLAPPER,JAVA,11114,0,0,0,0,0,3,2,2,1,10,0,0,0,0,0,1
26,16,KEMANAK,JAVA,1111,4,1,1,1,2,3,2,2,13,10,0,0,0,0,0,1
10,50,LUTE,JAVA,321321,0,7,0,4,3,2,4,4,16,13,10,0,0,0,0,1
27,10,GONG SET,JAVA,1112412,0,0,0,0,2,3,2,2,16,8,0,9,0,0,0,1
27,11,GONG,JAVA,111241,0,0,0,0,2,3,2,2,8,9,0,9,0,0,0,1
28,23,XYLOPHONE,JAVA,111232,0,0,0,3,0,2,1,4,16,13,1,0,0,1,0,1
43,27,DRUM,JAVA,211222,2,0,5,5,2,2,2,4,4,10,14,0,0,1,0,1
30,19,SLIT DRUM,JAVA,111231,3,0,3,7,2,1,2,1,8,0,0,1,0,1,0,1
31,17,RATTLE,JAVA,112,0,0,0,0,2,2,1,2,13,8,0,0,6,1,0,1
17,40,CLARINET,JAVA,422212,27,10,0,3,3,3,1,0,0,0,0,0,0,6,0,1
48,29,DRUM,JAVA,212322,1,0,9,1,2,3,2,1,0,0,0,0,9,6,0,1
6,22,KOWANGAN,JAVA,3@1221,16,7,0,9,3,3,1,1,15,0,0,0,0,15,0,1
33,43,JEWS HARP,JAVA,12212,41,7,0,4,3,2,1,0,0,0,0,0,5,15,0,1
13,63,TRUMPET,JAVA,4231211,0,10,0,3,0,3,5,0,0,0,0,0,1,6,1,1
13,64,TRUMPET,JAVA,42311,0,10,0,2,3,3,5,0,0,0,0,0,1,6,1,1
25,41,BULLROARER,JAVA,41222,0,0,0,2,8,2,2,1,0,0,0,0,9,6,1,1
33,21,JEWS HARP,JAVA,1212,0,0,0,1,0,1,2,0,0,0,0,0,9,4,2,1
20,56,FLUTE,JAVA,42112132,27,11,0,3,3,1,5,0,0,0,0,0,1,6,2,1
21,70,PANPIPE,JAVA,42111211,41,10,0,1,2,3,2,2,0,7,0,0,1,6,2,1
20,38,FLUTE,JAVA,42112112,27,11,0,2,3,1,2,0,0,0,0,0,6,6,2,1
24,42,OCARINA,JAVA,42122142,27,0,0,1,0,0,0,0,0,0,0,1,9,6,2,1
32,71,SCRAPER,JAVA,112,0,0,0,7,2,3,1,1,12,0,0,0,1,1,3,1
6,32,ZITHER,JAVA,31222,16,7,0,7,3,2,1,4,4,10,16,0,6,1,3,1
35,60,CLAPPING,JAVA,1112,0,0,0,0,4,1,5,0,0,0,0,0,1,0,4,1
28,45,XYLOPHONE,JAVA,111231,4,0,0,7,3,2,1,0,0,0,0,0,1,1,4,1
29,66,BELL,JAVA,11124212,3,0,0,6,3,3,5,0,0,0,0,0,6,1,4,1
27,9,GONG SET,JAVA,1112412,3,0,0,3,2,3,2,4,10,14,12,9,6,1,4,1
27,8,GONG KEMPUL,JAVA,1112412,3,4,0,3,2,2,2,4,14,10,16,9,6,1,4,1
27,7,GONG SUWUKAN,JAVA,1112412,3,4,0,4,2,2,2,4,14,10,16,9,6,1,4,1
27,6,GONG AGENG,JAVA,1112412,3,4,0,5,2,2,2,4,14,10,16,9,6,1,4,1
26,67,CYMBAL,JAVA,111142,0,1,0,2,3,0,5,0,0,0,0,0,1,6,4,1
25,59,MOUTH ORGAN,JAVA,412132,25,10,0,4,3,2,5,0,0,0,0,0,1,6,4,1
31,44,ANKLUNG,JAVA,112122,0,6,0,7,3,1,1,2,5,11,0,0,1,6,4,1
26,62,CYMBAL,JAVA,111142,41,1,0,1,0,2,5,0,0,0,0,0,6,6,4,1
18,39,SHAWM,JAVA,422112,27,10,0,3,3,2,4,3,10,16,11,0,6,6,4,1
